Date,Adj Close
2026-06-09,139.07798
2026-06-10,135.87341
2026-06-11,140.42026
2026-06-12,141.20629
2026-06-15,145.99499
2026-06-16,142.39137
2026-06-17,141.38768
2026-06-18,145.28152
2026-06-22,145.74105
2026-06-23,140.34771
2026-06-24,139.40254
2026-06-25,139.81419
2026-06-26,138.30079
2026-06-29,141.06123
2026-06-30,144.76604
2026-07-01,141.87242
2026-07-02,138.91825
2026-07-06,140.89173
2026-07-07,138.14339
2026-07-08,139.82630
2026-07-09,142.52621
2026-07-10,142.93785
2026-07-13,139.93526
2026-07-14,141.76345
2026-07-15,141.01280
2026-07-16,138.33711
